key,cleaned_tokens,label,label2
k3522,"illegal,second,case,june,total,nine,illegal,trying,three,local,men,two,separate,yesterday,district,police,chief,said,first,case,around,according,general,force,th,battalion,sport,utility,vehicle,type,car,seen,suspicious,condition,inspection,found,car,driven,man,another,man,sitting,front,passenger,seat,besides,five,men,back,passenger,seat,found,valid,travel,said,statement,today,added,illegal,involved,old,state,illegal,entry,country,preliminary,investigation,found,gave,enter,state,find,work,farm,said,also,revealed,operation,team,also,found,well,scale,handed,criminal,investigation,division,investigation,meanwhile,second,arrest,junction,around,car,found,driven,year,old,man,examination,found,four,men,aged,car,valid,travel,said,following,nine,illegal,three,operation,taken,hospital,covid,swab,confirmed,negative,nine,illegal,also,investigation,section,c,immigration,act,three,ground,darat,investigation,section,j,act,understood,act,sentence,imprisonment,fine,depending,decision,curb,entry,continue,continued,control,illegal,entry,country,said",Others,Others
k3523,"penang,director,said,prey,waiting,outside,file,photo,nibong,june,road,transport,department,penang,cracked,recently,charging,higher,shown,director,said,stopped,since,yesterday,outside,covid,quarantine,treatment,district,police,headquarters,operation,caught,price,guide,pressing,accept,button,agreed,fare,mean,wont,pay,per,cent,commission,company,said,press,conference,today,said,prey,waiting,outside,deliberately,raise,price,although,different,said,men,section,d,land,public,transport,act",Others,Others
k3524,"june,police,local,men,allegedly,involved,illegal,cockfighting,raid,yesterday,district,police,chief,ani,said,group,men,aged,fled,soon,presence,team,led,asp,around,found,group,men,open,area,road,suspected,involved,cockfighting,soon,presence,police,fled,police,arrest,said,statement,yesterday,added,taken,back,police,station,section,cruelty,act,also,flouting,movement,control,order,standard,operating,sop,said",Others,Physical Hurt
k3525,"one,two,fishing,yesterday,june,maritime,enforcement,agency,two,foreign,fishing,encroachment,illegal,fishing,head,captain,statement,today,said,two,nautical,yesterday,two,six,illegal,foreign,fishing,spotted,location,patrol,team,carrying,routine,patrol,area,soon,enforcement,team,area,tried,escape,fishing,equipment,dispose,evidence,said,added,chase,patrol,team,detain,two,two,found,crew,aged,none,identification,department,carry,fishing,said,crew,zone,vessel,detention,jetty,investigation,case,act,carrying,fishing,without,valid,permit,immigration,act,said,information,suspicious,sea,public,advised,call,maritime,zone,maritime",Robbery or Theft,Others
k3526,"found,suspect,june,jobless,man,police,near,unnumbered,house,today,allegedly,involved,drug,abuse,district,police,chief,said,suspect,around,team,district,crime,investigation,division,crime,prevention,community,safety,department,well,district,patrol,unit,presence,police,suspect,ran,away,caught,main,road,inspection,found,small,plastic,bag,small,packet,filled,clear,found,pocket,said,statement,today,weight,said,initial,urine,found,suspect,positive,said,suspect,section,section,dangerous,act,also,continue,conduct,curb,drug,addiction,among",Drug Offences,Drug Offences
k3527,"suspect,arrest,last,june,man,last,allegedly,stole,wallet,belonging,driver,stopover,petrol,station,police,chief,yesterday,said,victim,picked,suspect,marina,area,around,day,sending,stopped,petrol,station,victim,got,car,pump,fuel,suspect,taken,wallet,front,seat,fled,scene,said,wallet,acting,police,report,lodged,said,team,district,criminal,investigation,division,suspect,house,recover,stolen,suspect,used,rest,money,settle,gambling,debt,added,case,section,penal,code,theft",Robbery or Theft,Robbery or Theft
k3528,"video,june,man,seen,viral,video,wearing,riding,motorcycle,housing,area,currently,police,flouting,movement,control,order,standard,operating,sop,individual,also,two,traffic,wearing,helmet,riding,motorcycle,without,valid,driving,revealed,video,june,said,district,police,chief,statement,today,added,video,based,video,said,police,track,individual,based,plate,motorcycle,individual,later,police,station,told,bring,along,motorcycle,clothing,used,video,added,individual,prevention,control,infectious,within,infected,local,investigation,paper,case,attorney,general,action,said,meanwhile,time,writing,video,clip,june",Others,Others
k3529,"extricate,victim,pinned,seat,june,man,seriously,injured,car,driving,another,car,yesterday,zone,fire,rescue,department,chief,law,poh,said,emergency,call,received,team,central,fire,rescue,station,rushed,scene,away,upon,arrival,scene,team,found,accident,involved,two,inspection,found,driver,one,man,still,trapped,seat,semiconscious,state,face,heavy,bleeding,said,statement,law,said,extricated,victim,special,equipment,emergency,medical,rescue,provided,initial,treatment,victim,later,sent,emergency,trauma,department,ambulance",Physical Hurt,Physical Hurt
k3530,"photo,car,site,accident,along,june,man,pronounced,dead,hospital,late,yesterday,afternoon,brought,accident,site,traffic,investigation,enforcement,chief,naga,said,based,documentation,man,bandar,baru,man,pronounced,dead,still,treatment,hospital,said,press,statement,based,preliminary,investigation,crash,site,victim,heading,towards,city,one,point,however,might,lost,control,car,left,shoulder,road,tree,later,another,car,front,fish,store,road,said,apart,victim,casualty,case,section,road,transport,act",Physical Hurt,Murder and Homicide
k3531,"police,chief,zaman,said,aged,series,arrest,since,file,photo,june,three,among,six,connection,theft,safe,logistics,company,last,police,chief,zaman,said,aged,series,arrest,since,said,safe,discovered,missing,last,following,break,following,report,lodged,man,later,arrest,led,arrest,five,three,district,police,headquarters,told,medium,conference,today,said,police,able,recover,looking,loot,two,still,large,zaman,said,pried,open,front,door,power,supply,enter,building,said,remand,facilitate,investigation,police,also,two,another,development,said,state,police,since,last,june,involvement,illegal,gambling,various,cash,nearly",Robbery or Theft,Robbery or Theft
k3532,"immigration,officer,illegal,foreign,worker,wholesale,market,early,photo,june,use,various,tactic,group,avoid,caught,immigration,department,fish,proved,futile,operation,wholesale,market,early,today,operation,saw,total,united,high,commission,nine,three,national,deputy,home,minister,said,said,aged,suspicion,valid,travel,said,concerned,dubious,ascertain,validity,well,whether,necessary,work,permit,taken,immigration,department,action,told,operation,compliance,standard,operating,sop,movement,control,order,wholesale,market,today,said,continue,address,noncompliance,manner,misuse,approval,relevant,meanwhile,operation,also,involved,participation,ministry,domestic,trade,consumer,enforcement,director,said,total,nationwide,since,june,yesterday,million,various",Others,Smuggling
k3533,"police,rounding,june,police,last,night,total,compound,movement,control,order,standard,operating,procedure,sop,according,police,chief,old,found,gathering,around,suspected,carrying,illegal,motorcycle,racing,intended,racing,previously,seen,racing,however,mobile,patrol,vehicle,unit,came,escape,last,night,gathering,place,start,racing,activity,patrol,team,went,led,asp,rounded,told,met,today,also,various,traffic,also,said,apart,sop,violation,also,summons,various,traffic,riding,without,valid,respect,alike,patient,continue,adhere,sop,noted,stress,going,able,go,covid,pandemic,people,start,complain,see,big,crowd,social,police,take,action,please,patient,everybody,going,thing,everybody,way,stop,spread,covid,virus,said",Not applicable,Physical Hurt
k3535,"together,left,committee,member,clement,kim,june,girl,lodged,police,report,district,police,headquarters,sexually,male,social,medium,together,victim,justice,victim,strongly,condemn,diminish,dignity,bring,negative,impact,mental,state,said,head,statement,according,victim,act,however,action,must,taken,lesson,meanwhile,said,least,five,yet,lodge,police,report,matter,added,besides,district,police,headquarters,similar,also,lodged,police,correction,version,story,victim,two,teenage,police,station",Sexual Harassment or Sexual Offences or Rape,Sexual Harrassment or Sexual Offences or Rape
k3536,"police,chief,said,suspect,aged,thin,height,short,hair,dark,skin,nationality,unclear,june,police,man,sexually,two,old,apartment,section,police,chief,said,suspect,aged,thin,height,short,hair,dark,skin,nationality,unclear,said,police,received,report,local,woman,two,son,aged,eight,nine,told,incident,initial,investigation,found,incident,two,taking,sell,residential,area,man,aside,carried,following,two,frightened,ran,home,cry,case,section,sexual,act,said,statement,today,said,police,seeking,public,information,incident,man,contact,investigating,officer,m",Sexual Harassment or Sexual Offences or Rape,Sexual Harrassment or Sexual Offences or Rape
k3537,"abu,mail,photo,june,three,people,raid,yesterday,selling,covid,without,police,chief,commissioner,abu,said,trio,two,one,man,section,penal,code,cheating,dishonestly,delivery,property,commercial,investigation,unit,district,headquarters,investigation,report,made,research,officer,attached,covid,task,force,acting,report,intelligence,received,unit,commercial,division,intelligence,unit,three,involved,case,said,statement,said,six,several,also,raid,three,june,three,people,random,offer,two,complete,covid,vaccine,payment,made,chief,secretariat,also,confirmed,special,committee,access,covid,supply,given,approval,anyone,sell,covid,vaccine,said,yesterday,medical,association,relevant,well,medical,council,conduct,full,investigation,matter,covid,sold,privately,stern,action,taken,said,informed,covid,sold,private,company,private,around,two,per,person,private,facility,engaged,carry,however,elaborate,claim,mail",Scam,Scam
k3538,"june,police,man,allegedly,raping,runaway,week,police,chief,said,found,member,public,around,yesterday,june,victim,card,family,informed,location,said,statement,today,mother,lodged,police,report,police,station,led,arrest,revealed,victim,run,away,home,due,family,actually,suspect,case,section,penal,code,understood,victim,missing,since,june,failing,return,home,school,told,family,going,school,collect,based,victim,go,school,around,collect,due,sensitivity,case,given,victim,left,school",Sexual Harassment or Sexual Offences or Rape,Sexual Harrassment or Sexual Offences or Rape
k3539,"right,press,conference,deputy,june,three,suspected,debt,allegedly,splashed,red,paint,house,two,buntal,june,police,chief,said,aged,business,special,team,district,criminal,investigation,division,following,report,lodged,victim,trying,intimidate,victim,pay,outstanding,loan,moneylender,besides,splashing,red,paint,also,left,threatening,note,victim,clear,debt,told,press,conference,yesterday,according,june,incident,second,time,borrower,manner,first,incident,taking,place,previous,month,first,incident,also,police,left,victim,family,living,fear,added,arrest,police,two,computer,record,related,money,case,section,money,act,section,penal,code,meanwhile,said,police,obtain,remand,order,three,court,yesterday,respect,law,however,apply,another,remand,court,also,said,disclosed,work,licensed,moneylender,past,criminal,said,police,also,investigating,licensed,moneylender,operating,since,determine,legitimacy,abide,law,involved,illegal,moneylending,stop,cause,trouble,people,hunt,also,upon,public,provide,police,information,regarding,illegal,moneylending,especially,current,pandemic,period",Scam,Scam
